微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IuRno7qee,"《Stochastic Normalizing Flows》H Wu, J Köhler, F Noé (2020) http://t.cn/A6hCeK4m view:http://t.cn/A6hCeK4n  [组图共11张] 原图 ",,无,无,无,2020-02-19 05:22,微博 weibo.com,8,12,2
IuRm4hwkE,"《Fine-Tuning Pretrained Language Models: Weight Initializations, Data Orders, and Early Stopping》J Dodge, G Ilharco, R Schwartz, A Farhadi, H Hajishirzi, N Smith [CMU & Allen Institute for Artificial Intelligence & University of Washington] (2020) http://t.cn/A6hCetk8 view:http://t.cn/A6hCetkQ [组图共15张] 原图 ",,无,无,无,2020-02-19 05:19,微博 weibo.com,13,14,5
IuRixCN4R,《今日学术视野(2020.2.19)》http://t.cn/A6hCgu3q  ,,无,无,无,2020-02-19 05:10,Mac客户端,1,1,1
IuRib9pEI,早！  原图 ,,无,无,无,2020-02-19 05:09,Mac客户端,24,2,2
IuOmx7fwe,晚安~  爱可可-爱生活的微博视频  ,,无,无,无,2020-02-18 21:42,微博视频,40,5,7
IuOm0fqY6,《爱可可老师24小时热门分享(2020.2.18)》  爱可可老师24小时热门分享(2020.2.18)  ,,无,无,无,2020-02-18 21:40,微博 weibo.com,6,2,1
IuO3h26g6,曾几何时，最爱的一张碟 ⌚️  原图 ,,无,无,无,2020-02-18 20:54,Mac客户端,50,2,9
IuMYvtlFT,这谁干的？   原图 ,,无,无,无,2020-02-18 18:10,Mac客户端,36,24,6
IuMY9zHrZ,定义相当完美~   原图 ,,无,无,无,2020-02-18 18:09,Mac客户端,41,13,4
IuMWzcZXl,我不在乎他们偷了我的想法，我在乎的是，他们自己一点想法也没有。 - Nikola Tesla  原图 ,,无,无,无,2020-02-18 18:05,Mac客户端,57,23,4
IuMVx2sgs,"用#VR#""玩""数学 via:Marlon Lückert  爱可可-爱生活的微博视频  ",,无,无,无,2020-02-18 18:02,微博视频,46,29,5
IuMRZdxT3,Naval：世界上，老师比比皆是，学生却寥寥无几。  ,,无,无,无,2020-02-18 17:54,Mac客户端,60,27,4
IuMR5ocCY,糟糕的程序员更关注代码，优秀的程序员更关注数据结构及其关系。- Linus Torvalds  ,,无,无,无,2020-02-18 17:51,Mac客户端,78,33,6
IuMGWh9MN,'知识图谱融合方法 - CCF ADL 2019 slides for knowledge graph fusion' by Websoft @ NJU GitHub: http://t.cn/A6h9PRBw  原图 ,,无,无,无,2020-02-18 17:26,Mac客户端,38,66,12
IuMGxsOSf,【文档图像整形混合数据集】'doc3D - A hybrid dataset for document unwarping' by CVLab @ StonyBrook GitHub: http://t.cn/A6h9P9lF paper:《DewarpNet: Single-Image Document Unwarping With Stacked 3D and 2D Regression Networks》 http://t.cn/A6h9P9lB  原图 ,,无,无,无,2020-02-18 17:25,Mac客户端,15,30,5
IuMFou8kB,"【OctoBot：比特币交易机器人】'OctoBot - Cryptocurrency trading bot: high frequency, daily trading, social trading, ...' by Drakkar-Software GitHub: http://t.cn/A6h9vgD1  [组图共3张] 原图 ",,无,无,无,2020-02-18 17:23,微博 weibo.com,10,32,6
IuLCKbePB,"【7天用Go动手写系列[从零实现]】'7 days golang apps from scratch - 7 days golang apps from scratch (web framework Gee, distributed cache GeeCache, etc)' by Dai Jie GitHub: http://t.cn/Ai8NMmgX  原图 ",,无,无,无,2020-02-18 14:43,Mac客户端,98,130,36
IuLaPdxte,'武汉新型冠状病毒防疫-数据科学项目 nCov Open Data' by wuhan2020 GitHub: http://t.cn/A6hK49qo  原图 ,,无,无,无,2020-02-18 13:35,Mac客户端,56,98,14
IuL8NjVF9,【LC-QuAD大规模复杂QA数据集】’LC-QuAD - Largescale Complex Question Answering Dataset - A data set of natural language queries with corresponding SPARQL queries' by AskNowQA GitHub: http://t.cn/A6hKUMXB paper:《Lc-quad: A corpus for complex question answering over knowledge graphs》 原图 ,,无,无,无,2020-02-18 13:30,Mac客户端,10,14,3
IuL5FpUc4,'QQ安全中心 - 动态口令的生成算法' by Hyper Sine GitHub: http://t.cn/A6hKLO77  原图 ,,无,无,无,2020-02-18 13:22,Mac客户端,40,93,16
IuL2P4xqa,【麒麟框架：强大的跨平台、支持多体系结构的二进制分析框架，能在Linux/MacOS/FreeBSD/Windows(WSL)等操作系统上运行，且不受CPU架构的限制】’qilingframework - Qiling Advanced Binary Emulation framework' http://t.cn/A6hKAF4p GitHub: http://t.cn/AiQmdyVz  原图 ,,无,无,无,2020-02-18 13:15,Mac客户端,13,32,11
IuKQ93V8y,【IRedis：Redis交互式客户端，支持自动补全、语法高亮】’IRedis (Interactive Redis) - Interactive Redis: A Terminal Client for Redis with AutoCompletion and Syntax Highlighting.' by laixintao GitHub: http://t.cn/A6hKvN2A  原图 ,,无,无,无,2020-02-18 12:44,Mac客户端,16,20,5
IuKI1xrgj,【Larq Compute Engine：高度优化二值神经网络推理机】'Larq Compute Engine - Highly optimized inference engine for Binarized Neural Networks' by larq GitHub: http://t.cn/A6hoerwx  原图 ,,无,无,无,2020-02-18 12:24,Mac客户端,12,22,2
IuKEe2JGE,【“机器人周报(Weekly Robotics)”资源大列表】’Awesome Weekly Robotics - A list of projects that were or will be featured in Weekly Robotics newsletter' by Mateusz Sadowski GitHub: http://t.cn/A6hodjwS  原图 ,,无,无,无,2020-02-18 12:14,Mac客户端,14,20,5
IuKy9yCMx,【GICP快速点云配准算法集合】'fast_gicp - A collection of GICP-based fast point cloud registration algorithms' by SMRT-AIST GitHub: http://t.cn/A6ho1UT6  原图 ,,无,无,无,2020-02-18 11:59,Mac客户端,10,19,4
IuKwizvm1,【《Statistical Rethinking (2nd ed.)》源码Tensorflow Probability移植版】’Statistical Rethinking (2nd Edition) with Tensorflow Probability' by Kapil Sachdeva GitHub: http://t.cn/A6ho3Uza  [组图共2张] 原图 ,,无,无,无,2020-02-18 11:55,Mac客户端,25,39,7
IuJAkyWAb,COMP3321: 400页的Python教程资料 via:Cupcake http://t.cn/A6hoVPJz  [组图共4张] 原图 ,,无,无,无,2020-02-18 09:32,Mac客户端,73,105,19
IuJdvodJL,Shaq Kalaka：如果亚马逊出了约会App——你结婚了！这里是一些你可能感兴趣的相似的人……  ,,无,无,无,2020-02-18 08:36,Mac客户端,27,7,3
IuJabajPY,两个神经元的相互感应和连接 via:Lila Landowski  爱可可-爱生活的微博视频  ,,无,无,无,2020-02-18 08:27,微博视频,119,70,19
IuJ81COyG,"【Keras/TensorFlow自编码器实战】《Autoencoders with Keras, TensorFlow, and Deep Learning | PyImageSearch》by Adrian Rosebrock http://t.cn/A6hoAI9g  [组图共6张] 原图 ",,无,无,无,2020-02-18 08:22,Mac客户端,23,34,12
IuJ6Y269J,如果你没用过：在R里用patchwork方便地将多张图集成为一张图  via:Laura Ellis  [组图共2张] 原图 ,,无,无,无,2020-02-18 08:20,Mac客户端,75,94,22
IuJ4JotjR,【《On the Measure of Intelligence》笔记】《On “On the Measure of Intelligence” by F. Chollet (2019)》by Robert Tjarko Lange http://t.cn/A6howbaF  [组图共6张] 原图 ,,无,无,无,2020-02-18 08:14,Mac客户端,13,18,3
IuJ2exO1z,【基于静态自适应对应聚类的可变形目标追踪】“Clustering of Static-Adaptive Correspondences for Deformable Object Tracking” http://t.cn/A6hoZMXd  爱可可-爱生活的微博视频  ,,无,无,无,2020-02-18 08:08,微博视频,45,42,9
IuIZc6ouh,B站的字幕退回理由实在让人费解   [组图共2张] 原图 ,,无,无,无,2020-02-18 08:00,Mac客户端,63,5,17
IuInwuD3b,【线性代数：Numpy vs. PyTorch】《Numpy vs PyTorch for Linear Algebra》by Rick Wierenga http://t.cn/A6hSgs3R  原图 ,,无,无,无,2020-02-18 06:28,Mac客户端,55,81,20
IuIh3f7NO,【搭建增量推荐系统】《Building an Incremental Recommender System》by Dimitris Poulopoulos http://t.cn/A6hSdHGG  [组图共3张] 原图 ,,无,无,无,2020-02-18 06:12,Mac客户端,33,98,9
IuIfMBqxv,【用XGBoost/GPU实现Learning to Rank】《Learning to Rank with XGBoost and GPU | NVIDIA Developer Blog》 http://t.cn/A6hSdXSP  [组图共3张] 原图 ,,无,无,无,2020-02-18 06:09,Mac客户端,47,53,6
IuId8A91d,【WeatherBench：数据驱动的气象预测基准数据集】’WeatherBench: A benchmark dataset for data-driven weather forecasting - A benchmark dataset for data-driven weather forecasting' by Pangeo Data GitHub: http://t.cn/A6hSrDXT paper:《WeatherBench: A benchmark dataset for data-driven weather forecasting》http://t.cn/A6hSrDXQ 原图 ,,无,无,无,2020-02-18 06:02,Mac客户端,27,43,6
IuI4qrUOR,"《Unsung Challenges of Building and Deploying Language Technologies for Low Resource Language Communities》P Joshi, C Barnes, S Santy, S Khanuja, S Shah, A Srinivasan, S Bhattamishra, S Sitaram, M Choudhury, K Bali [Microsoft Research & Stanford University] (2019) http://t.cn/A6hSBfN9 view:http://t.cn/A6hSBfNK [组图共4张] 原图 ",,无,无,无,2020-02-18 05:41,微博 weibo.com,5,2,2
IuI3as90N,"《Neural Approaches to Conversational AI》J Gao, M Galley, L Li [Microsoft Research & Google Brain] (2019) http://t.cn/EzDWDFx view:http://t.cn/E4Y39sO  [组图共18张] 原图 ",,无,无,无,2020-02-18 05:37,微博 weibo.com,15,22,7
IuHZNuNem,"《A Data Efficient End-To-End Spoken Language Understanding Architecture》M Dinarelli, N Kapoor, B Jabaian, L Besacier [Universite Grenoble Alpes & Avignon Universite] (2020) http://t.cn/A6hS16Ot view:http://t.cn/A6hS16O5  [组图共9张] 原图 ",,无,无,无,2020-02-18 05:29,微博 weibo.com,6,7,1
IuHZj6zq4,"《Transformer on a Diet》C Wang, Z Ye, A Zhang, Z Zhang, A J. Smola [Amazon Web Services] (2020) http://t.cn/A6hS1fMj view:http://t.cn/A6hS1fMO GitHub:http://t.cn/A6hS1fMl  [组图共6张] 原图 ",,无,无,无,2020-02-18 05:28,微博 weibo.com,18,20,2
IuHYNsgIt,"《Deep Learning for Financial Applications : A Survey》A M Ozbayoglu, M U Gudelek, O B Sezer [TOBB University of Economics and Technology] (2020) http://t.cn/A6hS1bnO view:http://t.cn/A6hS1bn0  [组图共18张] 原图 ",,无,无,无,2020-02-18 05:27,微博 weibo.com,64,201,28
IuHX61WLA,*《Deep learning of dynamical attractors from time series measurements》W Gilpin [Harvard University] (2020) http://t.cn/A6hS3gz8 view:http://t.cn/A6hS3gzH GitHub:http://t.cn/A6hS3gzj  [组图共9张] 原图 ,,无,无,无,2020-02-18 05:23,微博 weibo.com,16,22,3
IuHUOpSud,"*《Transformers as Soft Reasoners over Language》P Clark, O Tafjord, K Richardson [Allen Institute for AI] (2020) http://t.cn/A6hS3ST7 view:http://t.cn/A6hS3STz  [组图共18张] 原图 ",,无,无,无,2020-02-18 05:17,微博 weibo.com,7,35,1
IuHTRndJT,*《The Next Decade in AI: Four Steps Towards Robust Artificial Intelligence》G Marcus [Robust AI] (2020) http://t.cn/A6hS3ciO view:http://t.cn/A6hS3ci0  [组图共6张] 原图 ,,无,无,无,2020-02-18 05:15,微博 weibo.com,14,14,1
IuHRD5VVg,《今日学术视野(2020.2.18)》http://t.cn/A6hSuBDL  ,,无,无,无,2020-02-18 05:09,Mac客户端,2,0,0
IuHQN5rEu,早！  原图 ,,无,无,无,2020-02-18 05:07,Mac客户端,27,8,2
IuF0yjSJl,晚安~  爱可可-爱生活的微博视频  ,,无,无,无,2020-02-17 21:53,微博视频,30,6,3
IuEZZbgsE,《爱可可老师24小时热门分享(2020.2.17)》  爱可可老师24小时热门分享(2020.2.17)  ,,无,无,无,2020-02-17 21:51,微博 weibo.com,5,2,2
IuE4NxHJc,我不懒，只是太爱 ⬆️  原图 ,,无,无,无,2020-02-17 19:31,微博 weibo.com,100,50,18
IuDYC3B9x,Michael Hartl：我绝对没法通过大科技公司的编程面试——即使有公司的额面试官是看我的教程学会编程的。  原图 ,,无,无,无,2020-02-17 19:15,Mac客户端,90,31,11
IuDGzjCeq,不取关就是最大的支持   原图 ,,无,无,无,2020-02-17 18:31,Mac客户端,137,4,18
IuCxsyN69,  原图 ,,无,无,无,2020-02-17 15:36,Mac客户端,43,7,3
IuCg89x4y,【问题生成文献列表】’Question Generation Papers Collection.' by bisheng GitHub: http://t.cn/A6vy9cdv  原图 ,,无,无,无,2020-02-17 14:53,Mac客户端,8,16,2
IuBOnwdF0,【DARPA TIMIT连续语音语料库】'The DARPA TIMIT Acoustic-Phonetic Continuous Speech Corpus' by Philippe Rémy GitHub: http://t.cn/A6hXLqF5  原图 ,,无,无,无,2020-02-17 13:45,Mac客户端,7,14,1
IuBJZ3Vvj,【fastai库扩展列表】’The Fastai Extensions Repository - A list of extensions for the fastai library.' by Nestor Demeure GitHub: http://t.cn/A6hXAzQL  原图 ,,无,无,无,2020-02-17 13:34,Mac客户端,8,9,5
IuBJznbUG,【基于Trie的高性能关键词匹配、替换库(Python)】’cyac - High performance Trie and Ahocorasick automata (AC automata) Keyword Match & Replace Tool for python' by nppoly GitHub: http://t.cn/A6hXw3m2  ,,无,无,无,2020-02-17 13:33,Mac客户端,22,25,6
IuBpwwagd,【Pholcus：纯 Go 语言编写的支持分布式的高并发爬虫软件，支持单机、服务端、客户端三种运行模式，Web、GUI、命令行三种操作界面】’Pholcus - a distributed high-concurrency crawler software written in pure golang' by henrylee2cn GitHub: http://t.cn/R21NWuJ  [组图共3张] 原图 ,,无,无,无,2020-02-17 12:43,Mac客户端,35,57,16
IuzUqCzEx,AI，你怎么看？  原图 ,,无,无,无,2020-02-17 08:54,微博国际版,96,13,17
IuzLsdKOe,【论文/报告模板与自查清单】《Developmental Editing Report》http://t.cn/A6h6AfuU  原图 ,,无,无,无,2020-02-17 08:32,Mac客户端,31,50,7
IuzAu3vIM,【博士论文：神经网络依存句法分析】《Linguistically Informed Neural Dependency Parsing for Typologically Diverse Languages》by Miryam de Lhoneux [Uppsala University] (2019) http://t.cn/A6h6zweR  [组图共3张] 原图 ,,无,无,无,2020-02-17 08:05,Mac客户端,28,32,5
Iuzvdx24R,"【从星系模型到原子，用深度仿真器网络搜索(DENSE)将科学仿真速度提高十亿倍】《From models of galaxies to atoms, simple AI shortcuts speed up simulations by billions of times | Science | AAAS》 http://t.cn/A6h6h8qH paper:《Up to two billion times acceleration of scientific simulations with deep neural architecture search》http://t.cn/A6h6h8qE 原图 ",,无,无,无,2020-02-17 07:52,Mac客户端,12,13,4
Iuz5Bwa0x,  原图 ,,无,无,无,2020-02-17 06:49,Mac客户端,49,54,7
Iuz3G8Iil,【Papers With Code的自监督图像分类专题】“Papers With Code : Self-Supervised Image Classification”  http://t.cn/A6hikLQF  [组图共3张] 原图 ,,无,无,无,2020-02-17 06:44,Mac客户端,14,36,12
IuyTnBPVc,【Shakir Mohamed 报告/教程集锦】“Talks and Tutorials | Shakir Mohamed” http://t.cn/A6hiDhvW  原图 ,,无,无,无,2020-02-17 06:19,Mac客户端,5,8,4
IuyPRy4PF,【图神经网络概览】《Graph Neural Networks - An overview | AI Summer》 http://t.cn/A6hieTFS  [组图共2张] 原图 ,,无,无,无,2020-02-17 06:10,Mac客户端,54,119,16
IuyLrjDGm,"《Fully-hierarchical fine-grained prosody modeling for interpretable speech synthesis》G Sun, Y Zhang, R J. Weiss, Y Cao, H Zen, Y Wu [University of Cambridge & Google] (2020) http://t.cn/A6hietSH view:http://t.cn/A6hietSQ  [组图共11张] 原图 ",,无,无,无,2020-02-17 05:59,微博 weibo.com,6,8,0
IuyKIEf0S,"《BOFFIN TTS: Few-Shot Speaker Adaptation by Bayesian Optimization》H B.Moss, V Aggarwal, N Prateek, J González, R Barra-Chicote [Lancaster University & Amazon Research Cambridge] (2020) http://t.cn/A6hiebkd view:http://t.cn/A6hiebke  [组图共7张] 原图 ",,无,无,无,2020-02-17 05:57,微博 weibo.com,5,7,2
IuyJV2scs,"《LightGCN: Simplifying and Powering Graph Convolution Network for Recommendation》X He, K Deng, X Wang, Y Li, Y Zhang, M Wang [University of Science and Technology of China & National University of Singapore 7 Kuaishou Inc] (2020) http://t.cn/A6hieyPc view:http://t.cn/A6hieyPf  [组图共14张] 原图 ",,无,无,无,2020-02-17 05:55,微博 weibo.com,21,29,6
IuyIIgwS1,"《Explainable Deep RDFS Reasoner》B Makni, I Abdelaziz, J Hendler [IBM Research & Rensselaer Polytechnic Institute] (2020) http://t.cn/A6hiezvp view:http://t.cn/A6hiezv0  [组图共9张] 原图 ",,无,无,无,2020-02-17 05:52,微博 weibo.com,3,4,0
IuyGJ2zUV,"《Graph Similarity Using PageRank and Persistent Homology》M Hajij, E Munch, P Rosen [KLA Corporation & Michigan State University & University of South Florida] (2020) http://t.cn/A6higdEB view:http://t.cn/A6higdEu  [组图共6张] 原图 ",,无,无,无,2020-02-17 05:47,微博 weibo.com,12,16,0
IuyGeBhx9,"《Efficiently Learning and Sampling Interventional Distributions from Observations》A Bhattacharyya, S Gayen, S Kandasamy, A Maran, N. V. Vinodchandran [National University of Singapore & Cornell University & University of Wisconsin-Madison] (2020) http://t.cn/A6higBME view:http://t.cn/A6higBMR [组图共6张] 原图 ",,无,无,无,2020-02-17 05:46,微博 weibo.com,7,3,0
IuyDqxZVq,"《Variational Autoencoders with Riemannian Brownian Motion Priors》D Kalatzis, D Eklund, G Arvanitidis, S Hauberg [Technical University of Denmark & Max Planck Institute for Intelligent Systems] (2020) http://t.cn/A6higKHW view:http://t.cn/A6higKHj  [组图共14张] 原图 ",,无,无,无,2020-02-17 05:39,微博 weibo.com,11,19,2
IuyCpEgPH,"《Explore, Discover and Learn: Unsupervised Discovery of State-Covering Skills》V Campos, A Trott, C Xiong, R Socher, X Giro-i-Nieto, J Torres [Barcelona Supercomputing Center & Salesforce Research & Universitat Politcnica de Catalunya] (2020) http://t.cn/A6higMEU view:http://t.cn/A6higMEy [组图共18张] 原图 ",,无,无,无,2020-02-17 05:37,微博 weibo.com,3,0,0
Iuyx3vxxk,"《Self-Supervised Linear Motion Deblurring》P Liu, J Janai, M Pollefeys, T Sattler, A Geiger [ETH Zurich & Max Planck Institute for Intelligent Systems and Univeristy of Tubingen] (2020) http://t.cn/A6hidSad view:http://t.cn/A6hidSar GitHub:http://t.cn/A6hidSau  [组图共17张] 原图 ",,无,无,无,2020-02-17 05:24,微博 weibo.com,11,22,5
IuyvuxXpP,"《Soft Threshold Weight Reparameterization for Learnable Sparsity》A Kusupati, V Ramanujan, R Somani, M Wortsman, P Jain, S Kakade, A Farhadi [University of Washington & Allen Institute for Artificial Intelligence & Microsoft Research] (2020) http://t.cn/A6hidUVz view:http://t.cn/A6hidUVh [组图共18张] 原图 ",,无,无,无,2020-02-17 05:20,微博 weibo.com,6,7,0
Iuyu8CK07,"*《Tree-SNE: Hierarchical Clustering and Visualization Using t-SNE》I Robinson, E Pierce-Hoffman [Yale University] (2020) http://t.cn/A6hireJo view:http://t.cn/A6hireJS GitHub:http://t.cn/A6hireJa  [组图共18张] 原图 ",,无,无,无,2020-02-17 05:16,微博 weibo.com,26,37,8
IuyqgaMcy,早！  原图 ,,无,无,无,2020-02-17 05:07,Mac客户端,36,9,2
IuvoxA2Rr,晚安~  爱可可-爱生活的微博视频  ,,无,无,无,2020-02-16 21:24,微博视频,21,7,7
IuvnYrMCh,《爱可可老师24小时热门分享(2020.2.16)》  爱可可老师24小时热门分享(2020.2.16)  ,,无,无,无,2020-02-16 21:23,微博 weibo.com,7,2,1
IutKo3krD,完美主义   原图 ,,无,无,无,2020-02-16 17:13,Mac客户端,69,11,9
IutJX6SZV,【非常时期的非常创意：把你的脸印在 N95口罩上，用人脸解锁手机时可以不用摘口罩了，看起来也更“美”了 😷+👃🏻👄=🔓 】“Facial ID Respirator Masks”  http://t.cn/A6hMicSn  [组图共3张] 原图 ,,无,无,无,2020-02-16 17:12,Mac客户端,42,8,11
Iut6aoavh,有没有过这种体验：代码一团糟，可确实能用——惊不惊喜？意不意外？  原图 ,,无,无,无,2020-02-16 15:34,Mac客户端,122,181,13
IusTfhU77,【CS224N 2019 作业参考实现】’CS224N-2019 - My completed implementation solutions for CS224N 2019' by Lê Thành GitHub: http://t.cn/A6hxjP8K  原图 ,,无,无,无,2020-02-16 15:02,Mac客户端,27,44,8
Iuseyni47,【基于摄像头的注视跟踪】’Gaze Tracking - 👀 Eye Tracking library easily implementable to your projects' by Antoine Lamé GitHub: http://t.cn/A6hxccLc  原图 ,,无,无,无,2020-02-16 13:22,Mac客户端,54,74,21
Ius0VhQwG,'Node.js CLI Apps Best Practices - The largest Node.js CLI Apps best practices list' by Liran Tal GitHub: http://t.cn/A6hxy338  原图 ,,无,无,无,2020-02-16 12:48,Mac客户端,15,6,1
IurRInGFc,【超简单的Bash测试框架】’critic.sh - Dead simple testing framework for Bash with rudimentary coverage' by Srinath Sankar GitHub: http://t.cn/A6hxZDyM  原图 ,,无,无,无,2020-02-16 12:25,Mac客户端,16,17,5
IurGY3nUN,"【炒饭物理学：物理学家分析了大厨炒饭时翻大勺的动作，总结出炒饭的关键要领】《How to make the best fried rice, according to physics | Science News》 http://t.cn/A6hxvbcw  爱可可-爱生活的微博视频  ",,无,无,无,2020-02-16 11:59,微博视频,54,42,8
Iur2KniTQ,用 toio/M5StickC/UnitV 搭建的超小全自主视觉足球机器人 via:Akichika Tanaka  爱可可-爱生活的微博视频  ,,无,无,无,2020-02-16 10:20,微博视频,45,21,7
IuqA6bAY0,《本周论文关注榜(2020.2.16)》  本周论文关注榜(2020.2.16)  ,,无,无,无,2020-02-16 09:09,微博 weibo.com,5,5,1
IuqwFoBUZ,《爱可可老师一周论文精选(2020.2.16)》  爱可可老师一周论文精选(2020.2.16)  ,,无,无,无,2020-02-16 09:01,微博 weibo.com,6,6,2
Iuqp01pDl,《爱可可老师一周热门分享(2020.2.16)》  爱可可老师一周热门分享(2020.2.16)  ,,无,无,无,2020-02-16 08:42,微博 weibo.com,6,4,2
Iuq7Opllb,【给数据科学家的40个统计学面试题】《40 Statistics Interview Problems and Answers for Data Scientists》by Terence Shin http://t.cn/A6hMVt6O  [组图共6张] 原图 ,,无,无,无,2020-02-16 07:59,Mac客户端,99,169,24
Iuq4v6njV,【Python数据清洗终极指南】《Data Cleaning in Python (2020): the Ultimate Guide》by Lianne & Justin http://t.cn/A6hMcSwP  [组图共5张] 原图 ,,无,无,无,2020-02-16 07:51,Mac客户端,116,179,44
IuphyCL3w,"《Salvaging Federated Learning by Local Adaptation》T Yu, E Bagdasaryan, V Shmatikov [Cornell University] (2020) http://t.cn/A6hMy89T view:http://t.cn/A6hMy89Q GitHub:http://t.cn/A6hMy89Y  [组图共12张] 原图 ",,无,无,无,2020-02-16 05:51,微博 weibo.com,5,11,5
IupgKpzsK,"《Generating diverse and natural text-to-speech samples using a quantized fine-grained VAE and auto-regressive prosody prior》G Sun, Y Zhang, R J. Weiss, Y Cao, H Zen, A Rosenberg, B Ramabhadran, Y Wu [University of Cambridge & Google] (2020) http://t.cn/A6hMyjb3 view:http://t.cn/A6hMyjbm Home:http://t.cn/A6hMyjbu [组图共9张] 原图 ",,无,无,无,2020-02-16 05:49,微博 weibo.com,8,22,1
Iupg3Arfr,"《Compositional ADAM: An Adaptive Compositional Solver》R Tutunov, M Li, J Wang, H Bou-Ammar [Huawei Technologies Research and Development & University College London] (2020) http://t.cn/A6hMyp4H view:http://t.cn/A6hMyp4Q  [组图共8张] 原图 ",,无,无,无,2020-02-16 05:47,微博 weibo.com,2,6,1
IupfakxgT,《Synthetic Magnetic Resonance Images with Generative Adversarial Networks》A Delplace [The University of Queensland] (2020) http://t.cn/A6hMySCw view:http://t.cn/A6hMySC2  [组图共7张] 原图 ,,无,无,无,2020-02-16 05:45,微博 weibo.com,5,7,3
IupeClLPB,"《Geom-GCN: Geometric Graph Convolutional Networks》H Pei, B Wei, K C Chang, Y Lei, B Yang [Jilin University & University of Illinois at Urbana-Champaign] (2020) http://t.cn/A6hMyil2 view:http://t.cn/A6hMyilw  [组图共11张] 原图 ",,无,无,无,2020-02-16 05:43,微博 weibo.com,16,27,3
IupdWDfoR,"《DeepMutation: A Neural Mutation Tool》M Tufano, J Kimko, S Wang, C Watson, G Bavota, M D Penta, D Poshyvanyk [Microsoft & William&Mary & Washington and Lee University] (2020) http://t.cn/A6hMyIXj view:http://t.cn/A6hMyIXO  [组图共6张] 原图 ",,无,无,无,2020-02-16 05:42,微博 weibo.com,7,1,0
IupbpcOlv,"《Dynamic Energy Dispatch in Isolated Microgrids Based on Deep Reinforcement Learning》L Lei, Y Tan, G Dahlenburg, W Xiang, K Zheng (2020) http://t.cn/A6hMyZGz view:http://t.cn/A6hMyZG7  [组图共11张] 原图 ",,无,无,无,2020-02-16 05:36,微博 weibo.com,1,7,1
Iup8KheZy,"《Explaining Explanations: Axiomatic Feature Interactions for Deep Networks》J D. Janizek, P Sturmfels, S Lee [University of Washington] (2020) http://t.cn/A6hMLmrX view:http://t.cn/A6hMLmr6 GitHub:http://t.cn/A6hMLmri  [组图共18张] 原图 ",,无,无,无,2020-02-16 05:29,微博 weibo.com,6,12,2
Iup4fAZJ5,"《Looking Enhances Listening: Recovering Missing Speech Using Images》T Srinivasan, R Sanabria, F Metze [CMU & University of Edinburgh] (2020) http://t.cn/A6hMLfJv view:http://t.cn/A6hMLfJP  [组图共8张] 原图 ",,无,无,无,2020-02-16 05:18,微博 weibo.com,6,5,0
Iup29Dbwx,"《Super-efficiency of automatic differentiation for functions defined as a minimum》P Ablin, G Peyré, T Moreau [PSL University & Université Paris-Saclay] (2020) http://t.cn/A6hMLZQe view:http://t.cn/A6hMLZQD  [组图共6张] 原图 ",,无,无,无,2020-02-16 05:13,微博 weibo.com,0,1,0
Iup0dD2AN,"*《Capsules with Inverted Dot-Product Attention Routing》Y H Tsai, N Srivastava, H Goh, R Salakhutdinov [Apple Inc & CMU] (2020) http://t.cn/A6hM2rLV view:http://t.cn/A6hM2rLt GitHub:http://t.cn/A6hM2rLc  [组图共8张] 原图 ",,无,无,无,2020-02-16 05:08,微博 weibo.com,7,25,6
IuoWDafw2,早！  原图 ,,无,无,无,2020-02-16 04:59,Mac客户端,44,13,4
IulTyoId0,晚安~   爱可可-爱生活的微博视频  ,,无,无,无,2020-02-15 21:13,微博视频,23,6,6
IulT1icHo,《爱可可老师24小时热门分享(2020.2.15)》  爱可可老师24小时热门分享(2020.2.15)  ,,无,无,无,2020-02-15 21:12,微博 weibo.com,7,1,3
IulygFK2H,The Stoic Emperor：我们很少感激敌人为我们做的一切——他们考验我们，让我们变得更强；他们挖掘我们的弱点，激励我们不断完善；他们做给我们看，永远不要变成什么样——感谢他们，教会我们的一切。  ,,无,无,无,2020-02-15 20:21,Mac客户端,43,12,5
IulaI6nZr,闭关在家写论文的进度   爱可可-爱生活的微博视频  ,,无,无,无,2020-02-15 19:23,微博视频,421,382,114
Iul7umvlQ,好软件的功能，就是让复杂的事物看起来简单。 - Grady Booch  ,,无,无,无,2020-02-15 19:15,Mac客户端,49,4,1
Iul6EkLo6,曾几何时 ⌚️  原图 ,,无,无,无,2020-02-15 19:13,Mac客户端,30,3,2
Iul4Ktc7R,Sahil Lavingia：你的核心竞争优势，很可能就是那些你喜欢做、其他人大多不喜欢做的事。  ,,无,无,无,2020-02-15 19:08,Mac客户端,75,37,5
IukRcCoPM,【Boost Note：面向开发者的直观时尚markdown编辑器】'BoostNote.next - An intuitive and stylish markdown editor for the developers.' http://t.cn/RiscJAV GitHub: http://t.cn/A6hf3IfS  原图 ,,无,无,无,2020-02-15 18:35,Mac客户端,26,22,10
IukvrrhFs,"【tmap：针对大型高维数据集的高性能可视化库】'tmap - A very fast visualization library for large, high-dimensional data sets.' http://t.cn/A6hfHvoc GitHub: http://t.cn/A6hfHvob  [组图共9张] 原图 ",,无,无,无,2020-02-15 17:41,Mac客户端,46,52,13
